Country,Year,Methane_Co2_Equivalent_in_Kt,MethaneDeviation,GDP,Country Code,IncomeGroup,Region,lat,lon,TotalEmissions,
Chile,1980,12656.7,-0.45,8088,CHL,High income,Latin America & Caribbean,-33.43724,-70.65002,614035,0
China,1980,869136,-0.6,1073,CHN,Upper middle income,East Asia & Pacific,39.90469,116.40708,45917251,-0.01
Cameroon,1980,11453,26.37,2671,CMR,Lower middle income,Sub-Saharan Africa,3.86796,11.51695,568560,0.26
Colombia,1980,45210.4,0.18,6373,COL,Upper middle income,Latin America & Caribbean,4.61495,-74.06938,2178243,0
Comoros,1980,170.179,0.09,1636,COM,Low income,Sub-Saharan Africa,-11.69219,43.25921,8571,0
Cabo Verde,1980,53.9507,4.57,1189,CPV,Lower middle income,Sub-Saharan Africa,17.0545,-25.17401,3792,0.05
Costa Rica,1980,3589.08,0.62,7537,CRI,Upper middle income,Latin America & Caribbean,9.92976,-84.08569,134421,0.01
Cuba,1980,11860.2,-3.11,12284,CUB,Upper middle income,Latin America & Caribbean,22.0677,-79.4995,474018,-0.03
Cyprus,1980,311.099,2.83,14582,CYP,High income,Europe & Central Asia,34.8997,32.9066,19955,0.03
Czech Republic,1980,19741.9,-2.7,18586,CZE,High income,Europe & Central Asia,50.07908,14.43323,682287,-0.03
Germany,1980,129036,0.86,27765,DEU,High income,Europe & Central Asia,52.51607,13.37699,4257031,0.01
Djibouti,1980,257.533,7.4,3500,DJI,Lower middle income,Middle East & North Africa,11.58766,43.1448,17548,0.07
Dominica,1980,25.8995,3.48,3739,DMA,Upper middle income,Latin America & Caribbean,15.30201,-61.38607,1387,0.03
Denmark,1980,8432.2,0.44,26921,DNK,High income,Europe & Central Asia,56.3716,9.1073,345797,0
Dominican Republic,1980,5398.54,0.82,4988,DOM,Upper middle income,Latin America & Caribbean,19.0691,-70.886,257328,0.01
Algeria,1980,26045.5,-6.4,10166,DZA,Upper middle income,Middle East & North Africa,28.0236,2.3609,1489812,-0.06
Ecuador,1980,7814.75,3.71,8145,ECU,Upper middle income,Latin America & Caribbean,-0.20567,-78.50875,481911,0.04
Egypt,1980,20803.5,-1.69,4580,EGY,Lower middle income,Middle East & North Africa,30.04998,31.24861,1350671,-0.02
Eritrea,1980,1848.51,1.79,942,ERI,Low income,Sub-Saharan Africa,15.33637,38.93661,94128,0.02
Spain,1980,26819.3,2.73,18119,ESP,High income,Europe & Central Asia,40.42028,-3.70578,1361674,0.03
Estonia,1980,2648.89,0.5,11676,EST,High income,Europe & Central Asia,58.7038,25.7374,106626,0
Ethiopia,1980,34455.6,5.49,715,ETH,Low income,Sub-Saharan Africa,9.01176,38.75919,1827482,0.05
Finland,1980,10047.3,2.04,21965,FIN,High income,Europe & Central Asia,63.0041,26.0223,418548,0.02
Fiji,1980,514.002,1.54,5843,FJI,Upper middle income,East Asia & Pacific,-17.8464,177.9148,26244,0.02
France,1980,88254.2,-1.97,23962,FRA,High income,Europe & Central Asia,48.85693,2.3412,3541985,-0.02
Gabon,1980,2789.36,-6.4,27736,GAB,Upper middle income,Sub-Saharan Africa,-0.9496,11.2691,140426,-0.06
United Kingdom,1980,124198,-0.64,20417,GBR,High income,Europe & Central Asia,51.50643,-0.12721,4334694,-0.01
Georgia,1980,3983.31,-0.78,8825,GEO,Lower middle income,Europe & Central Asia,41.69792,44.79859,183747,-0.01
Ghana,1980,6672.43,15.13,2090,GHA,Lower middle income,Sub-Saharan Africa,7.6848,-1.2504,393569,0.15
Guinea,1980,8635.39,26.09,1166,GIN,Low income,Sub-Saharan Africa,9.51201,-13.70529,498429,0.26
Gambia,1980,554.842,10.93,1772,GMB,Low income,Sub-Saharan Africa,13.52,-15.3748,28022,0.11
Guinea-Bissau,1980,753.27,7.82,1500,GNB,Low income,Sub-Saharan Africa,11.80284,-14.60059,38862,0.08
Equatorial Guinea,1980,89.8461,2.23,1349,GNQ,Upper middle income,Sub-Saharan Africa,1.63472,10.46976,42323,0.02
Greece,1980,6802.82,-0.42,18373,GRC,High income,Europe & Central Asia,37.97615,23.73642,321286,0
Grenada,1980,26.779,0.36,4949,GRD,Upper middle income,Latin America & Caribbean,12.111,-61.6894,1218,0
Greenland,1980,20.0199,3.38,17449,GRL,High income,Europe & Central Asia,76.9917,-42.3069,788,0.03
Guatemala,1980,4184.72,4.38,6475,GTM,Upper middle income,Latin America & Caribbean,14.63173,-90.46745,255750,0.04
Guyana,1980,1710.78,5.82,4270,GUY,Upper middle income,Latin America & Caribbean,5.5936,-59.1166,82875,0.06
Honduras,1980,3375.71,-1.62,3616,HND,Lower middle income,Latin America & Caribbean,14.08191,-87.2054,173026,-0.02
Croatia,1980,3523.76,-1.29,18996,HRV,High income,Europe & Central Asia,45.80722,15.96757,169512,-0.01
Haiti,1980,3587.52,4.11,2848,HTI,Low income,Latin America & Caribbean,18.54363,-72.33971,160218,0.04
Hungary,1980,12131.1,1.94,16369,HUN,High income,Europe & Central Asia,47.50623,19.06483,411305,0.02
Indonesia,1980,182595,-0.81,3314,IDN,Lower middle income,East Asia & Pacific,-6.17149,106.82753,10519804,-0.01
India,1980,444528,2.06,1270,IND,Lower middle income,South Asia,18,77.21725,22110672,0.02
Ireland,1980,12129.2,0.85,16078,IRL,High income,Europe & Central Asia,53.1437,-7.7786,574419,0.01
Iran,1980,36464.7,-24.64,10366,IRN,Upper middle income,Middle East & North Africa,35.68878,51.41503,3015914,-0.25
Iraq,1980,27077.5,-15.59,16614,IRQ,Upper middle income,Middle East & North Africa,33.34209,44.39309,888427,-0.16
Iceland,1980,337.118,-6.05,24580,ISL,High income,Europe & Central Asia,64.8226,-18.487,14771,-0.06
Israel,1980,1450.36,2.71,14768,ISR,High income,Middle East & North Africa,31.70425,35.2063,96404,0.03
Italy,1980,43908.4,0.4,22861,ITA,High income,Europe & Central Asia,41.90305,12.49581,1849961,0
Jamaica,1980,872.822,2.18,6243,JAM,Upper middle income,Latin America & Caribbean,18.1938,-77.4411,49088,0.02
Jordan,1980,500.235,-0.56,8357,JOR,Upper middle income,Middle East & North Africa,31.95181,35.94042,46314,-0.01
Japan,1980,77447.3,-2.45,19741,JPN,High income,East Asia & Pacific,36.1419,138.3339,2751790,-0.02
Kazakhstan,1980,64911.8,-3.43,12914,KAZ,Upper middle income,Europe & Central Asia,51.12892,71.41369,2593672,-0.03
Kenya,1980,14642,-5.71,2249,KEN,Lower middle income,Sub-Saharan Africa,-1.28352,36.8238,852195,-0.06
Cambodia,1980,11766.3,48.68,839,KHM,Lower middle income,East Asia & Pacific,11.55227,104.87691,738203,0.49
Kiribati,1980,7.80881,3.65,1774,KIR,Lower middle income,East Asia & Pacific,-0.85424,169.5309,452,0.04
South Korea,1980,29043.4,-0.04,4899,KOR,High income,East Asia & Pacific,39.01196,125.78686,1309908,0
Kuwait,1980,9201.89,-30.5,108146,KWT,High income,Middle East & North Africa,29.37322,47.97143,471490,-0.31
Lebanon,1980,619.711,3.67,9098,LBN,Upper middle income,Middle East & North Africa,34.1736,36.0225,33648,0.04
Liberia,1980,693.175,4.65,1268,LBR,Low income,Sub-Saharan Africa,6.3521,-9.3257,40604,0.05
Libya,1980,17642.6,-4.53,59420,LBY,Upper middle income,Middle East & North Africa,27.0041,17.7308,687184,-0.05
Sri Lanka,1980,11901.7,2.68,2514,LKA,Lower middle income,South Asia,6.81157,80.6104,471616,0.03
Lesotho,1980,1102.39,5.17,1100,LSO,Lower middle income,Sub-Saharan Africa,-29.31618,27.49303,49846,0.05
Lithuania,1980,5726.93,0.37,15747,LTU,High income,Europe & Central Asia,54.69063,25.26984,239158,0
Luxembourg,1980,897.18,1.87,35908,LUX,High income,Europe & Central Asia,49.6096,6.12969,42809,0.02
Latvia,1980,4020.39,0.2,10844,LVA,High income,Europe & Central Asia,56.94599,24.11487,161763,0
Morocco,1980,8897.47,4.16,3402,MAR,Lower middle income,Middle East & North Africa,32.5289,-6.0403,396546,0.04
Moldova,1980,2493.22,-0.25,6002,MDA,Lower middle income,Europe & Central Asia,47.02462,28.83244,134918,0
Madagascar,1980,15976.2,-2.32,2177,MDG,Low income,Sub-Saharan Africa,-18.90428,47.52354,707189,-0.02
Maldives,1980,18.2289,3.08,1968,MDV,Upper middle income,South Asia,4.17525,73.50928,1219,0.03
Mexico,1980,87935.4,7.26,12716,MEX,Upper middle income,Latin America & Caribbean,19.43196,-99.13313,4101730,0.07
Marshall Islands,1980,3.09228,2.78,2125,MHL,Upper middle income,East Asia & Pacific,7.0862,171.84685,211,0.03
Mali,1980,9259.53,11.91,1068,MLI,Low income,Sub-Saharan Africa,12.65032,-8.00004,457743,0.12
Malta,1980,125.556,-0.17,11200,MLT,High income,Middle East & North Africa,35.89353,14.51179,7623,0
Mongolia,1980,8249.58,8.42,2502,MNG,Lower middle income,East Asia & Pacific,47.9221,106.91772,324010,0.08
Mozambique,1980,10283,-16.5,499,MOZ,Low income,Sub-Saharan Africa,-25.97446,32.57323,425605,-0.16
Mauritania,1980,2898.67,2.67,2942,MRT,Lower middle income,Sub-Saharan Africa,18.09194,-15.97248,167771,0.03
Mauritius,1980,175.067,0.44,4560,MUS,Upper middle income,Sub-Saharan Africa,-20.16389,57.4985,9466,0
Malawi,1980,3208.47,-9.42,698,MWI,Low income,Sub-Saharan Africa,-13.91437,33.78427,154375,-0.09
Malaysia,1980,18166,6.73,7183,MYS,Upper middle income,East Asia & Pacific,3.14777,101.69403,1055241,0.07
Namibia,1980,3891.73,-1.28,6824,NAM,Upper middle income,Sub-Saharan Africa,-22.57159,17.09075,164149,-0.01
Niger,1980,5199.99,2.51,1353,NER,Low income,Sub-Saharan Africa,13.51633,2.11627,224284,0.03
Nigeria,1980,61764.7,-6.04,4250,NGA,Lower middle income,Sub-Saharan Africa,9.0631,7.46179,2945375,-0.06
Nicaragua,1980,3985.05,-10.87,4577,NIC,Lower middle income,Latin America & Caribbean,12.11721,-86.24079,210009,-0.11
Netherlands,1980,28017.7,2.11,25857,NLD,High income,Europe & Central Asia,52.3731,4.89329,1102817,0.02
Norway,1980,10181.4,7.69,34346,NOR,High income,Europe & Central Asia,59.9123,10.75,577329,0.08
Nepal,1980,19609.6,3.06,994,NPL,Low income,South Asia,27.69335,85.32233,878500,0.03
New Zealand,1980,27244.2,6.19,21259,NZL,High income,East Asia & Pacific,-41.28948,174.77696,1152237,0.06
Oman,1980,6792.68,-40.85,21463,OMN,High income,Middle East & North Africa,22.0906,57.0988,411797,-0.41
Pakistan,1980,69857.1,-0.52,2155,PAK,Lower middle income,South Asia,33.70768,73.07048,4247209,-0.01
Panama,1980,2651.57,-2.31,8486,PAN,High income,Latin America & Caribbean,8.4118,-81.1375,123546,-0.02
Peru,1980,13166.9,-2.82,7443,PER,Upper middle income,Latin America & Caribbean,-7.4554,-76.4849,634521,-0.03
Philippines,1980,42792.4,-2.61,4251,PHL,Lower middle income,East Asia & Pacific,17.0167,121.1449,2006627,-0.03
Papua New Guinea,1980,1961.84,1.09,1822,PNG,Lower middle income,East Asia & Pacific,-6.65409,144.3563,112203,0.01
Poland,1980,125085,-3.52,11307,POL,High income,Europe & Central Asia,52.22875,21.00625,4187582,-0.04
Puerto Rico,1980,1384.31,-2.45,19623,PRI,High income,Latin America & Caribbean,18.2682,-66.5557,59045,-0.02
North Korea,1980,21019.5,4.23,1887,PRK,Low income,East Asia & Pacific,39.9949,126.4826,814278,0.04
Portugal,1980,8014.44,4.04,15016,PRT,High income,Europe & Central Asia,40.6867,-7.8904,429349,0.04
Paraguay,1980,12300.9,3.49,6087,PRY,Upper middle income,Latin America & Caribbean,-25.29738,-57.62775,601516,0.03
Qatar,1980,4224.64,-17.62,134862,QAT,High income,Middle East & North Africa,25.1724,51.1925,480764,-0.18
Romania,1980,39925.5,0.84,13705,ROU,Upper middle income,Europe & Central Asia,44.4343,26.10296,1412814,0.01
Russia,1980,460809,3.14,17557,RUS,Upper middle income,Europe & Central Asia,55.75697,50,21065036,0.03
Rwanda,1980,1416.02,2.04,920,RWA,Low income,Sub-Saharan Africa,-1.94509,30.06404,79026,0.02
Saudi Arabia,1980,76074.1,11.77,72465,SAU,High income,Middle East & North Africa,24.6473,46.71468,2056345,0.12
Sudan,1980,42956,15.28,2432,SDN,Lower middle income,Sub-Saharan Africa,15.60867,32.53578,2386128,0.15
Senegal,1980,4655.24,0.2,1826,SEN,Low income,Sub-Saharan Africa,15.0421,-15.0882,262359,0
Singapore,1980,840.063,3.19,20882,SGP,High income,East Asia & Pacific,1.29017,103.852,58858,0.03
Solomon Islands,1980,1912.46,1.55,1293,SLB,Lower middle income,East Asia & Pacific,-9.5984,160.14834,71192,0.02
Sierra Leone,1980,2923.67,8.03,1544,SLE,Low income,Sub-Saharan Africa,8.46502,-11.88553,122570,0.08
El Salvador,1980,2545.59,-7.5,5064,SLV,Lower middle income,Latin America & Caribbean,13.69966,-89.20681,115315,-0.07
Somalia,1980,11616.2,-0.34,837,SOM,Low income,Sub-Saharan Africa,3.3303,44.8747,567641,0
Sao Tome and Principe,1980,20.8188,2,3157,STP,Lower middle income,Sub-Saharan Africa,0.21658,6.59542,1300,0.02
Suriname,1980,1143.86,7.78,10836,SUR,Upper middle income,Latin America & Caribbean,5.82031,-55.16542,38179,0.08
Slovenia,1980,2591.08,-1.27,20265,SVN,High income,Europe & Central Asia,46.05061,14.5028,117538,-0.01
Sweden,1980,10596.4,0.49,26010,SWE,High income,Europe & Central Asia,59.33233,18.06293,470129,0
Eswatini,1980,1049.49,-1.33,4723,SWZ,Lower middle income,Sub-Saharan Africa,-26.32604,31.1411,48181,-0.01
Seychelles,1980,13.4373,4.79,10894,SYC,High income,Sub-Saharan Africa,-4.62311,55.45364,732,0.05
Syria,1980,3857.08,6.11,4777,SYR,Low income,Middle East & North Africa,33.4993,36.30132,344200,0.06
Chad,1980,9191.55,14.92,891,TCD,Low income,Sub-Saharan Africa,15.5748,18.7182,457336,0.15
Togo,1980,2462.64,15.69,1882,TGO,Low income,Sub-Saharan Africa,8.4736,1.00643,130390,0.16
Thailand,1980,83135.1,3.02,3508,THA,Upper middle income,East Asia & Pacific,13.75336,100.50483,3688811,0.03
Tajikistan,1980,3427.03,0.89,4461,TJK,Low income,Europe & Central Asia,38.56791,68.77156,159714,0.01
Turkmenistan,1980,19199,5.76,9853,TKM,Upper middle income,Europe & Central Asia,37.95055,58.38555,924698,0.06
Timor-Leste,1980,275.436,-5.12,832,TLS,Lower middle income,East Asia & Pacific,-8.89242,125.7582,20213,-0.05
Tonga,1980,61.043,1.35,2324,TON,Upper middle income,East Asia & Pacific,-21.13369,-175.20361,2348,0.01
Trinidad and Tobago,1980,2379.11,8,17624,TTO,High income,Latin America & Caribbean,10.459,-61.2323,230252,0.08
Tunisia,1980,3057.2,6.38,4837,TUN,Lower middle income,Middle East & North Africa,36.80002,10.1827,210882,0.06
Turkey,1980,39597.1,2.37,7828,TUR,Upper middle income,Europe & Central Asia,39.94292,32.86049,2134964,0.02
Tanzania,1980,23097.6,-11.79,1534,TZA,Low income,Sub-Saharan Africa,-6.17349,35.74653,1056588,-0.12
Uganda,1980,10788.8,5.32,729,UGA,Low income,Sub-Saharan Africa,0.32537,32.58701,556449,0.05
Ukraine,1980,95262.3,1.47,9349,UKR,Lower middle income,Europe & Central Asia,50.45058,30.52428,3869662,0.01
Uruguay,1980,18673.9,10.3,10034,URY,High income,Latin America & Caribbean,-34.87417,-56.16293,763890,0.1
United States,1980,607555,1.24,29619,USA,High income,North America,38.89037,-100,25000568,0.01
Uzbekistan,1980,24219.3,3.29,3382,UZB,Lower middle income,Europe & Central Asia,41.32051,69.30666,1389366,0.03
"Venezuela, RB",1980,35294.6,1.44,18125,VEN,Upper middle income,Latin America & Caribbean,7.1784,-65.2638,1958077,0.01
Vietnam,1980,58070.8,0.46,1097,VNM,Lower middle income,East Asia & Pacific,21.0289,105.85465,3060610,0
Vanuatu,1980,162.433,-0.77,1989,VUT,Lower middle income,East Asia & Pacific,-17.73418,168.32094,9186,-0.01
Samoa,1980,81.0642,3.61,3879,WSM,Upper middle income,East Asia & Pacific,-13.624,-172.4482,4470,0.04
Yemen,1980,2472.29,1.85,3457,YEM,Low income,Middle East & North Africa,15.35318,44.21954,199326,0.02
South Africa,1980,41675.4,1.06,11577,ZAF,Upper middle income,Sub-Saharan Africa,-25.74587,28.18763,2208620,0.01
Zambia,1980,24249,-23.09,2998,ZMB,Lower middle income,Sub-Saharan Africa,-15.42555,28.27877,827070,-0.23
Zimbabwe,1980,7534.17,-9.56,2364,ZWE,Low income,Sub-Saharan Africa,-17.82438,31.05,368583,-0.1
Aruba,1981,12.937,2.06,15377,ABW,High income,Latin America & Caribbean,12.52368,-70.03487,515,0.02
Afghanistan,1981,10304.8,-0.69,1284,AFG,Low income,South Asia,34.53156,69.12535,418090,-0.01
Angola,1981,17404.8,-11.35,4110,AGO,Lower middle income,Sub-Saharan Africa,-12.3329,16.8309,768497,-0.11
Albania,1981,2235.5,0.32,4227,ALB,Upper middle income,Europe & Central Asia,41.32233,19.82516,100147,0
United Arab Emirates,1981,14826.2,-20.83,181228,ARE,High income,Middle East & North Africa,23.4997,54.1571,824537,-0.21
Argentina,1981,93157.7,-2.7,10221,ARG,High income,Latin America & Caribbean,-34.60851,-58.37349,4137984,-0.03
Armenia,1981,1523.36,-1.27,3783,ARM,Upper middle income,Europe & Central Asia,40.17334,44.51461,97866,-0.01
Antigua and Barbuda,1981,34.1812,-0.66,8689,ATG,High income,Latin America & Caribbean,17.0852,-61.8118,1516,-0.01
Australia,1981,97530.1,-11.04,24308,AUS,High income,East Asia & Pacific,-35.30655,149.12656,4907976,-0.11
Austria,1981,9733.11,0.19,25187,AUT,High income,Europe & Central Asia,48.20255,16.3688,399006,0
Azerbaijan,1981,9008.95,1.97,8205,AZE,Upper middle income,Europe & Central Asia,40.4299,47.4369,459643,0.02
Burundi,1981,1438.55,-7.43,945,BDI,Low income,Sub-Saharan Africa,-3.36014,29.36907,79489,-0.07
Belgium,1981,13761.3,-0.41,25517,BEL,High income,Europe & Central Asia,50.84839,4.34969,520579,0
Benin,1981,3821.82,-15.69,1377,BEN,Low income,Sub-Saharan Africa,6.48771,2.61353,193598,-0.16
Burkina Faso,1981,5180.78,-0.82,771,BFA,Low income,Sub-Saharan Africa,11.58778,-2.47413,345405,-0.01
Bangladesh,1981,88085,1.18,1085,BGD,Lower middle income,South Asia,23.71321,90.39957,3878389,0.01
Bulgaria,1981,13953.9,3.09,10325,BGR,Upper middle income,Europe & Central Asia,42.69717,23.32435,569442,0.03
Bahrain,1981,1418.34,7.09,42034,BHR,High income,Middle East & North Africa,26.22954,50.576,83450,0.07
"Bahamas, The",1981,119.43,6.02,21634,BHS,High income,Latin America & Caribbean,24.6591,-78.006,6464,0.06
Bosnia and Herzegovina,1981,3868.77,5.69,3579,BIH,Upper middle income,Europe & Central Asia,43.85944,18.43576,139892,0.06
Belarus,1981,15714.1,0.94,6855,BLR,Upper middle income,Europe & Central Asia,53.90255,27.5631,657045,0.01
Belize,1981,137.738,-3.05,4091,BLZ,Upper middle income,Latin America & Caribbean,17.25414,-88.77046,6931,-0.03
Bolivia,1981,19046.2,-10.3,4322,BOL,Lower middle income,Latin America & Caribbean,-16.4989,-68.13313,906897,-0.1
Brazil,1981,268220,-2.63,10224,BRA,Upper middle income,Latin America & Caribbean,-15.77843,-47.92866,14049996,-0.03
Barbados,1981,103.297,-1.85,12557,BRB,High income,Latin America & Caribbean,13.11202,-59.61269,4667,-0.02
Brunei,1981,3603.46,-19.34,94314,BRN,High income,East Asia & Pacific,4.8919,114.94044,163011,-0.19
Bhutan,1981,829.884,0.64,1228,BTN,Lower middle income,South Asia,27.4682,89.66189,43578,0.01
Botswana,1981,4932.32,-7.41,4520,BWA,Upper middle income,Sub-Saharan Africa,-24.65527,25.91907,198601,-0.07
Central African Republic,1981,28376.7,-26.47,1088,CAF,Low income,Sub-Saharan Africa,6.61404,20.65731,1720740,-0.26
Canada,1981,78505,-0.57,27171,CAN,High income,North America,45.42179,-75.69119,3779435,-0.01
Switzerland,1981,5470.53,-0.24,41080,CHE,High income,Europe & Central Asia,46.94843,7.44046,227834,0
Chile,1981,12051.9,-4.78,8454,CHL,High income,Latin America & Caribbean,-33.43724,-70.65002,614035,-0.05
China,1981,861145,-0.92,1099,CHN,Upper middle income,East Asia & Pacific,39.90469,116.40708,45917251,-0.01
Cameroon,1981,9871.54,-13.81,3034,CMR,Lower middle income,Sub-Saharan Africa,3.86796,11.51695,568560,-0.14
Colombia,1981,45467.5,0.57,6441,COL,Upper middle income,Latin America & Caribbean,4.61495,-74.06938,2178243,0.01
Comoros,1981,170.336,0.09,1640,COM,Low income,Sub-Saharan Africa,-11.69219,43.25921,8571,0
Cabo Verde,1981,55.7915,3.41,1269,CPV,Lower middle income,Sub-Saharan Africa,17.0545,-25.17401,3792,0.03
Costa Rica,1981,3769.43,5.03,7190,CRI,Upper middle income,Latin America & Caribbean,9.92976,-84.08569,134421,0.05
Cuba,1981,11652,-1.76,13224,CUB,Upper middle income,Latin America & Caribbean,22.0677,-79.4995,474018,-0.02
Cyprus,1981,321.55,3.36,14858,CYP,High income,Europe & Central Asia,34.8997,32.9066,19955,0.03
Czech Republic,1981,19844.8,0.52,18426,CZE,High income,Europe & Central Asia,50.07908,14.43323,682287,0.01
Germany,1981,129034,0,27846,DEU,High income,Europe & Central Asia,52.51607,13.37699,4257031,0
Djibouti,1981,256.171,-0.53,3526,DJI,Lower middle income,Middle East & North Africa,11.58766,43.1448,17548,-0.01
Dominica,1981,26.5459,2.5,4176,DMA,Upper middle income,Latin America & Caribbean,15.30201,-61.38607,1387,0.02
Denmark,1981,8374.61,-0.68,26741,DNK,High income,Europe & Central Asia,56.3716,9.1073,345797,-0.01
Dominican Republic,1981,5224.86,-3.22,5081,DOM,Upper middle income,Latin America & Caribbean,19.0691,-70.886,257328,-0.03
Algeria,1981,23623.7,-9.3,10160,DZA,Upper middle income,Middle East & North Africa,28.0236,2.3609,1489812,-0.09
